project_id,project_name,project_number,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_till_now_ha,sanction_count,sanction_number,sanction_date,sanction_date_iso,sanction_amount,sanction_amount_total,first_sanction_date,last_sanction_date,num_3a,num_3A,num_3D,total_notifications,first_3a_date,last_3a_date,first_3A_date,last_3A_date,first_3D_date,last_3D_date,first_notification_date,last_notification_date,land_available_pct,land_acquisition_progress_pct,land_remaining_to_acquire_ha,days_3a_to_3A,days_3A_to_3D,days_3a_to_3D,notification_active_span_days,latest_stage,stage_3D_reached,source_url
57307,Construction/ Up-gradation of Two lane with paved shoulder of NH 70 from Munabao (NH-25E)- Sundra- Myajlar- Dhanana- Asutar- Ghotaru- Longewala- Tanot (Design Chainage Km 0+000 to Km 46+000 & Km 82+600 to Km 310+467 ) under Phase I of Bharatmala Pariyojana (Total length- 273.867 Km) on Hybrid Annuity Mode (HAM) in the state of Rajasthan,NI/2018/57307,990,0,990,0,1,BP007060101EU BP007060101EU,07/05/2019,2019-05-07,80000000,80000000,2019-05-07,2019-05-07,2,18,14,34,2018-03-21,2018-07-05,2018-05-31,2020-03-16,2018-08-21,2020-08-10,2018-03-21,2020-08-10,0.0,0.0,990,71,82,153,873,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57307
57317,Khajuwala - Pugal & Pugal - Bap (BM-10) NH 911 Kolayat,NI/2018/57317,877.72,726.68,151.04,0,0,,,,,0,,,1,1,1,3,2018-01-31,2018-01-31,2018-03-23,2018-03-23,2018-07-04,2018-07-04,2018-01-31,2018-07-04,82.7918,0.0,151.04,51,103,154,154,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57317
57334,Construction of Ferojpur Jhirka-Dausa-Lalsot section of new Sohna-Vadodara national highway (New NH No. 148N) in the state of Rajasthan,NI/2018/57334,15000,0,15000,2.6518,2,NHAI/BMDelhi-Vadodara/2018/Package-4 NHAI/BMDelhi-Vadodara/2018/Package-4,21/02/2019,2019-02-21,2204300000,4511800000,2019-02-21,2019-02-21,6,62,63,131,2018-06-05,2022-07-27,2018-08-20,2024-08-22,2018-11-29,2024-11-27,2018-06-05,2024-11-27,0.0,0.0177,14997.3482,76,101,177,2367,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57334
57374,Consultancy Services for preparation of Detailed Project Report for Ladnu (NH-65) â€“ Khaatu â€“ Degana â€“ Merta City â€“ Lambia â€“ Jaitaran â€“ Raipur â€“ Bheem (NH-8) â€“ Parasoli â€“ Gulabpura (NH-79) in the State of Rajasthan - Sherani Aabad Bypass,NI/2018/57374,27.1508,0,27.1508,0,0,,,,,0,,,1,1,0,2,2017-09-08,2017-09-08,2018-09-06,2018-09-06,,,2017-09-08,2018-09-06,0.0,0.0,27.1508,363,,,363,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57374
57389,"Khajuwala - pugal & Pugal - Bap ( Assistant Commissioner-I, Colonization Bikaner)",NI/2018/57389,877.72,726.68,151.04,0,0,,,,,0,,,1,1,1,3,2018-03-09,2018-03-09,2018-04-02,2018-04-02,2018-06-29,2018-06-29,2018-03-09,2018-06-29,82.7918,0.0,151.04,24,88,112,112,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57389
57457,Construction of four laning/two Laning with paved shoulder from Km 0.000 to 83.453 of Dausaâ€“Lalsot-Kothoon section of NHâ€“11A Extn. in the state of Rajasthan under NHDP Phaseâ€“IVA on Hybrid Annuity Mode,NI/2018/57457,372.39,178.41,193.98,0,1,ND009090201EU ND009090201EU,14/05/2019,2019-05-14,10390400000,10390400000,2019-05-14,2019-05-14,5,6,6,17,2013-10-08,2013-10-08,2018-09-13,2026-02-16,2018-11-29,2026-06-12,2013-10-08,2026-06-12,47.9094,0.0,193.98,1801,77,1878,4630,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57457
57471,"Raisinghnagar to Poogal, BM-06 Part-II, Pugal",NI/2018/57471,471.44,406,65.44,0,0,,,,,0,,,1,3,1,5,2018-01-12,2018-01-12,2018-04-02,2018-04-02,2018-07-04,2018-07-04,2018-01-12,2018-07-04,86.1191,0.0,65.44,80,93,173,173,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57471
57512,"Raisinghnagar to Poogal, BM-06 Part-II, Chatargarh",NI/2018/57512,471.44,406,65.44,0,0,,,,,0,,,1,3,1,5,2018-01-12,2018-01-12,2018-04-02,2018-04-02,2018-07-04,2018-07-04,2018-01-12,2018-07-04,86.1191,0.0,65.44,80,93,173,173,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57512
57515,Poogal â€“ Aladdin ka Bera â€“ Beriyanwala & Poogal â€“ Dantour â€“ Jaggasar- Goddu â€“ Ranjitpura- Charanwala-Naukh- Bap (B/M Package-10): Netawato Ki dhani,NI/2018/57515,877.72,726.68,151.04,0,0,,,,,0,,,1,1,1,3,2018-07-06,2018-07-06,2018-08-06,2018-08-06,2018-10-09,2018-10-09,2018-07-06,2018-10-09,82.7918,0.0,151.04,31,64,95,95,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57515
57518,2 lane construction with paved shoulder from Uncha Nagla - Dholpur section of NH - 123,NI/2018/57518,268.73,173.34,95.39,0,0,,,,,0,,,2,1,1,4,2013-03-06,2013-03-06,2017-11-20,2017-11-20,2018-07-24,2018-07-24,2013-03-06,2018-07-24,64.5034,0.0,95.39,1720,246,1966,1966,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57518
57520,Six Laning of Kishangarh - Udaipur - Ahmadabad section from Km. 90+000 to Km. 214+870 (End of Chittorgarh Bypass) of NH-79 in the state of Rajasthan Package - 2 under NHDP Phase - V on BOT (Toll) Mode,NI/2018/57520,804.39,730.639,73.751,0,1,NHAI/BP002010601EU/2 NHAI/BP002010601EU/2,01/08/2019,2019-08-01,2622900000,2622900000,2019-08-01,2019-08-01,2,7,7,16,2009-11-03,2017-08-08,2018-01-31,2022-09-07,2018-08-02,2023-09-06,2009-11-03,2023-09-06,90.8314,0.0,73.751,3011,183,3194,5055,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57520
57543,"Raisinghnagar to Poogal, BM-06 Part-II, Gharsana",NI/2018/57543,471.44,406,65.44,0,1,NHAI/BP007050101EU/1 NHAI/BP007050101EU/1,08/07/2019,2019-07-08,8647400000,8647400000,2019-07-08,2019-07-08,3,4,2,9,2018-01-12,2018-01-12,2018-04-02,2019-12-17,2018-06-29,2020-06-03,2018-01-12,2020-06-03,86.1191,0.0,65.44,80,88,168,873,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57543
57583,Construction of Six lane of Greenfield proposed udaipur bypass (Connection between NH-76 at existing KM 118.500 at Debari to NH-8 Km 287+400 at kaya village,NI/2018/57583,250,0,250,1.8825,1,NHAI/BP002011901EU/1 NHAI/BP002011901EU/1,04/05/2019,2019-05-04,868500000,868500000,2019-05-04,2019-05-04,1,4,3,8,2013-07-05,2013-07-05,2016-08-23,2024-06-20,2012-08-14,2025-01-03,2012-08-14,2025-01-03,0.0,0.753,248.1175,1145,-1470,-325,4525,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57583
57626,6-laning of Udaipur-Ratanpur-Shamlaji section from km 287.400 to Km 401.200 of NH-8 in the states of Rajasthan and Gujrat (Approx length 113.800) on DBFOT (Toll) mode under NHDP Phase V (Package V) 6-,NI/2018/57626,778,0,778,0.597,1,NHAI/BP002010901EU/1 NHAI/BP002010901EU/1,02/05/2019,2019-05-02,53505000,53505000,2019-05-02,2019-05-02,2,20,10,32,2012-12-22,2017-06-08,2011-09-21,2022-09-22,2013-10-11,2023-08-21,2011-09-21,2023-08-21,0.0,0.0767,777.403,-458,751,293,4352,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57626
57665,Construction/ Upgradation to 2 lane with paved shoulder of NH 911 from Raisinghnagar-Poogal section NH 911 (Design Ch.101.000 to Design Ch.263.460 km) under Phase-I of under Bharatmala Pariyojna in the State of Rajasthan Bharatmala Package- 6 (Part-2),NI/2018/57665,471.44,406,65.44,0.1127,1,N/07005/01001/RJ,31/03/2023,2023-03-31,9187200000,9187200000,2023-03-31,2023-03-31,3,5,3,11,2018-01-12,2018-01-12,2018-03-27,2023-01-10,2018-07-04,2023-10-03,2018-01-12,2023-10-03,86.1191,0.1722,65.3273,74,99,173,2090,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57665
57788,"Sriganganagar to Raisinhnagar (BM-06, Part-II) SDM Raisinghnagar",NI/2018/57788,379,121,258,0,1,NHAI/BP007050101EU/1 /007050101/1,08/07/2019,2019-07-08,864.74,864.74,2019-07-08,2019-07-08,2,3,2,7,2018-01-12,2018-01-12,2018-04-02,2020-01-09,2018-08-03,2020-07-31,2018-01-12,2020-07-31,31.9261,0.0,258,80,123,203,931,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57788
57808,Jodhpur Ring Road (section -I Dangiyawas - Keru - Nagaur Road) KM 0.00 to 74.619 in the State of Rajasthan,NI/2018/57808,469.2,422.2,47,0,1,RW/NH-37011/36/2017-PPP RW/NH-37011/36/2017-PPP,07/12/2017,2017-12-07,13087300000,13087300000,2017-12-07,2017-12-07,2,4,4,10,2017-11-03,2021-10-26,2018-08-03,2026-05-14,2018-12-07,2026-07-22,2017-11-03,2026-07-22,89.9829,0.0,47,273,126,399,3183,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57808
57871,Jaipur Kishangarh,NI/2018/57871,0.3382,0,0.3382,0,0,,,,,0,,,1,1,1,3,2016-05-12,2016-05-12,2018-08-06,2018-08-06,2019-03-22,2019-03-22,2016-05-12,2019-03-22,0.0,0.0,0.3382,816,228,1044,1044,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57871
58007,test,NI/2018/58007,595.93,595.93,0,0,0,,,,,0,,,0,0,0,0,,,,,,,,,100.0,,0,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58007
58032,"Sriganganagr-Raisinghnagar(Part-I), CALA cum SDM Karanpur",NI/2018/58032,379,121,258,0,1,N/09010/01001/RJ,17/09/2021,2021-09-17,784200000,784200000,2021-09-17,2021-09-17,3,3,2,8,2018-01-12,2018-04-02,2018-04-02,2022-07-28,2018-08-31,2023-07-26,2018-01-12,2023-07-26,31.9261,0.0,258,80,151,231,2021,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58032
58049,6-Laning of Chittorgarh-Udaipur section of NH-76 on DBFOT (Toll) under NHDP Phase-V (Package-III) (Package-III),NI/2018/58049,595.93,0,595.93,0,1,BP002010701EU BP002010701EU,11/06/2019,2019-06-11,1109100000,1109100000,2019-06-11,2019-06-11,3,10,9,22,2009-11-03,2009-11-03,2009-12-07,2023-09-12,2012-07-12,2024-06-14,2009-11-03,2024-06-14,0.0,0.0,595.93,34,948,982,5337,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58049
58064,"Sriganganagr-Raisinghnagar(Part-I), CALA cum SDM Sriganganagar",NI/2018/58064,379,121,258,0,1,RW/NH-37011/43/2021/BP&SP ??????????/?????????-37011/43/2021/????&??????,17/09/2021,2021-09-17,6723500000,6723500000,2021-09-17,2021-09-17,3,3,2,8,2018-01-12,2018-01-12,2018-04-02,2022-07-28,2018-09-07,2023-05-03,2018-01-12,2023-05-03,31.9261,0.0,258,80,158,238,1937,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58064
61453,"Improvement, Operation and Maintenance including Strengthening and widening of Existing 2 Lane road to 4 lane Dual Carriageway from Km 120.000 to Km 228.00 of NH – 11 (Jaipur - Mahua Section) in the state of Rajasthan on Build, Operation and Transfer (BOT) basis.",NI/2025/61453,78,78,0,379.681,1,3 3,29/03/2022,2022-03-29,1112900000,1112900000,2022-03-29,2022-03-29,2,2,2,6,2005-09-29,2005-09-29,2006-05-12,2006-05-12,2006-09-14,2006-09-14,2005-09-29,2006-09-14,100.0,,0,225,125,350,350,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61453
61540,Upgradation & Development of 1 No. at Grade Junction to Grade Separator/ Underpass/Flyover structure at 200 Feet Bypass Junction project at Km. 273.600 (Delhi-Jaipur-Ajmer Expressway) in the Jaipur District of Rajasthan State,NI/2025/61540,14.75,9.1,5.65,0.2481,1,217757 217757,20/06/2025,2025-06-20,2486100000,2486100000,2025-06-20,2025-06-20,1,1,1,3,2025-10-17,2025-10-17,2025-12-08,2025-12-08,2026-06-24,2026-06-24,2025-10-17,2026-06-24,61.6949,4.3912,5.4019,52,198,250,250,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61540
61541,"National Highway No. 65 (New NH-58), in the stretch of land of from km 39.900 to Km 41.100 (Fatehpur - Pali Section) in the district of Churu in the State of Rajasthan",NI/2025/61541,930.27,216,714.27,0.3598,1,N/08004/04001/RJ,11/09/2024,2024-09-11,3335400000,3335400000,2024-09-11,2024-09-11,1,1,1,3,2006-10-23,2006-10-23,2025-09-22,2025-09-22,2025-12-19,2025-12-19,2006-10-23,2025-12-19,23.2191,0.0504,713.9102,6909,88,6997,6997,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61541
61999,Upgradation of Lalsot to Kothun section of NH 23 from 2 Lane to 4 Lane configuration in the State of Rajasthan,NI/2026/61999,100,0,100,0,1,RAJDIV-20020/141/2025-PIU Dausa(E-301275) RAJDIV-20020/141/2025-PIU Dausa(E-301275),21/04/2026,2026-04-21,465100000,465100000,2026-04-21,2026-04-21,1,0,0,1,2026-09-01,2026-09-01,,,,,2026-09-01,2026-09-01,0.0,0.0,100,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61999
62023,Construction of 4-lane Spur Road Connecting Kota (DCM Road) to Balapura Interchange of Delhi Mumbai Expressway (Km 398+241) (length 22.65 Kms) in the State of Rajasthan,NI/2026/62023,65.8,0,65.8,0,0,,,,,0,,,1,0,0,1,2026-08-25,2026-08-25,,,,,2026-08-25,2026-08-25,0.0,0.0,65.8,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=62023
62030,Reengus-sikar section of NH-11 ( New NH-52),NI/2026/62030,108.3094,108.246,0.0634,0,0,,,,,0,,,0,0,0,0,,,,,,,,,99.9415,0.0,0.0634,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=62030
61601,Jaipur Ring Road (Northern),NI/2025/61601,1149.4477,0,1149.4477,2.166082,1,0 0,24/10/2025,2025-10-24,109390000000,109390000000,2025-10-24,2025-10-24,2,5,0,7,2025-11-06,2025-12-29,2025-12-04,2026-01-05,,,2025-11-06,2026-01-05,0.0,0.1884,1147.281618,28,,,60,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61601
61602,Jaipur - Kishangarh- Ajmer - Jodhpur - interchange with Amritsar Jamnagar Corridor,NI/2025/61602,4200,0,4200,20.76009,1,AAC/40/2025-26 AAC/40/2025-26,04/11/2025,2025-11-04,132153000000,132153000000,2025-11-04,2025-11-04,1,12,0,13,2025-11-06,2025-11-06,2025-11-28,2025-12-24,,,2025-11-06,2025-12-24,0.0,0.4943,4179.23991,22,,,48,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61602
61691,Upgradation of existing highway to 4-lnning standard from Pachpadra bypass (Ch. 95-780 ) to Patau Interchange (Ch. 115.000) Section of NH-25 in the State of Rajasthan,NI/2025/61691,98,68,30,0.0347,1,PROJ-23013/30/2025 PROJ-23013/30/2025,19/12/2025,2025-12-19,4124612000,4124612000,2025-12-19,2025-12-19,2,1,0,3,2025-12-29,2026-02-06,2026-01-15,2026-01-15,,,2025-12-29,2026-02-06,69.3878,0.1157,29.9653,17,,,39,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61691
61692,widening of Existing 2 Lane with the paved shoulder to 4 lane from km 114.650 (Shahpura bypass) to Km 161.100 (Jahajpur) of Gulabpura-Uniara section of NH-148D. NH-148D,NI/2025/61692,378.9,0,378.9,2.802161,1,Note# 71 of 252631 Note# 71 of 252631,11/12/2025,2025-12-11,1340.33,1340.33,2025-12-11,2025-12-11,1,2,0,3,2025-12-29,2025-12-29,2026-01-21,2026-02-03,,,2025-12-29,2026-02-03,0.0,0.7396,376.097839,23,,,36,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61692
61701,Construction of new 4-lane Chittorgarh Bypass connecting NH-27 to NH-48 in District Chittorgarh in the State of Rajasthan,NI/2026/61701,322,0,322,4.2884,1,AAC/46/2025-26/ AAC/46/2025-26/,20/01/2026,2026-01-20,4710000000,4710000000,2026-01-20,2026-01-20,1,1,0,2,2026-02-12,2026-02-12,2026-06-24,2026-06-24,,,2026-02-12,2026-06-24,0.0,1.3318,317.7116,132,,,132,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61701
61722,"Widening/two lane with paved shoulder/four laning etc.,), in the stretch of land of from Km 0.000 to Km 62.220(manoharpur - Dausa Section) in the district of Jaipur in the state of Rajasthan",NI/2026/61722,10,0,10,1.085,1,0 0,17/12/2025,2025-12-17,9186100000,9186100000,2025-12-17,2025-12-17,1,1,0,2,2026-02-03,2026-02-03,2026-03-23,2026-03-23,,,2026-02-03,2026-03-23,0.0,10.85,8.915,48,,,48,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61722
61757,"Improvement, Operation and Maintenance and Rehabilitation and Strength if existing 2- lane road and widening to 4-lane divided highway of Bharatpur- Mahua section of NH–11 from km 62.295 to km 119.600 in the state of Rajasthan on BOT Basis.",NI/2026/61757,500,500,0,0,1,2 2,22/07/2019,2019-07-22,534500000,534500000,2019-07-22,2019-07-22,0,0,0,0,,,,,,,,,100.0,,0,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61757
61870,Sherani Abad bypass (from Km 0+000 to Km 5+438) between existing Ch. of NH-458 from Km 38+800 to Km 43+600 road section of Nimbijodha-Degana-Merta City section of NH-458,NI/2026/61870,33.4976,1.914,31.5836,1.7,1,E-Office File No. 128486 E-Office File No. 128486,01/05/2025,2025-05-01,1306500000,1306500000,2025-05-01,2025-05-01,1,1,0,2,2026-06-10,2026-06-10,2026-07-10,2026-07-10,,,2026-06-10,2026-07-10,5.7138,5.3825,29.8836,30,,,30,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61870
61876,Construction of 4-lane divided carriageway (Brownfield + Greenfield) from Alwar (near junction with DME at Barodameo) to Bharatpur (near proposed Bharatpur bypass) section in the State of Rajasthan.,NI/2026/61876,1000,0,1000,4.2535,1,AAC/55/2025-26 AAC/55/2025-26,16/03/2026,2026-03-16,2954000000,2954000000,2026-03-16,2026-03-16,1,0,0,1,2026-07-10,2026-07-10,,,,,2026-07-10,2026-07-10,0.0,0.4253,995.7465,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61876
60831,"Widening/six laning, etc., maintenance, management and operation of National Highway No. 8, in the stretch of land from Km 142.400 to Km 212.100 (Gurgaonâ€“Jaipur Section) in the district of Jaipur in the State of Rajasthan---",NI/2023/60831,1600,1100,500,0,1,N/02001/02001/RJ,21/05/2020,2020-05-21,1539.43,1539.43,2020-05-21,2020-05-21,4,1,1,6,2008-09-10,2008-09-10,2023-02-23,2023-02-23,2023-05-23,2023-05-23,2008-09-10,2023-05-23,68.75,0.0,500,5279,89,5368,5368,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60831
60833,Construction of Eight lane access controlled expressway starting near Start of RoB near junction with NH-11A to Junction with MDR â€“ 1 (Baonli â€“ Jhalai road) (Ch. 214.260 to 247.310 Package -8) section of Delhi â€“ Vadodara Green field Alignment (NH-148N) on EPC Mode under Bharatmala Pariyojana in the State of Rajasthan.,NI/2023/60833,367.89,0,367.89,0,1,BP/00101/15/P/U /00101/15//,21/02/2019,2019-02-21,1728100000,1728100000,2019-02-21,2019-02-21,10,40,38,88,2018-06-05,2018-09-05,2018-08-21,2021-06-22,2019-01-04,2021-08-25,2018-06-05,2021-08-25,0.0,0.0,367.89,77,136,213,1177,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60833
60884,"Widening/two lane with paved shoulder/four laning etc.,), in the stretch of land of from Km 0.000 to Km 62.500 (Manoharpur - Dausa Section) in the district of Jaipur in the state of Rajasthan",NI/2023/60884,283.96,274.5,9.46,0,1,ND/00909/01/E/01/U ND/00909/01/E/01/U,04/04/2023,2023-04-04,2672800000,2672800000,2023-04-04,2023-04-04,2,1,1,4,2016-04-28,2016-04-28,2023-03-10,2023-03-10,2023-08-21,2023-08-21,2016-04-28,2023-08-21,96.6685,0.0,9.46,2507,164,2671,2671,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60884
60902,Construction of Eight lane carriageway starting at junction with Keshopura road to junction with NH-11 (km. 151.840 to km. 183.00) (Package-6) section of Delhi â€“ Vadodara Greenfield Alignment (NH-148N) on EPC under Bharatmala Pariyojna in the State of Rajasthan.,NI/2023/60902,398.98,390,8.98,0,1,N/01001/03004/RJ,09/09/2021,2021-09-09,15547600000,15547600000,2021-09-09,2021-09-09,1,1,1,3,2018-08-23,2018-08-23,2018-09-28,2018-09-28,2019-02-11,2019-02-11,2018-08-23,2019-02-11,97.7493,0.0,8.98,36,136,172,172,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60902
60983,"Widening/six laning, etc., maintenance, management and operation of National Highway No. 8, in the stretch of land from Km 142.400 to Km 212.100 (Gurgaon-Jaipur- Section) in the district of Jaipur in the State of RajasthanN",NI/2023/60983,1502,1102,400,0.285,1,N/02001/022001/RJ,21/05/2020,2020-05-21,1539.43,1539.43,2020-05-21,2020-05-21,2,1,1,4,2008-09-10,2008-09-10,2023-08-23,2023-08-23,2024-05-29,2024-05-29,2008-09-10,2024-05-29,73.3688,0.0712,399.715,5460,280,5740,5740,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60983
61000,Two laning with paved shoulder of Bhilwara - Ladpura section of NH-758,NI/2023/61000,88.8884,86.5124,2.376,0.2212,1,N/06015/01002/RJ,02/07/2021,2021-07-02,525500000,525500000,2021-07-02,2021-07-02,2,1,1,4,2012-08-14,2023-12-06,2024-01-17,2024-01-17,2025-01-13,2025-01-13,2012-08-14,2025-01-13,97.327,9.3098,2.1548,4173,362,4535,4535,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61000
61009,Four Laning of Beawar-Pali-Pindwara Section of NH-14(From Km 0.000 to Km 244.120) on DBFOT basis,NI/2023/61009,1500,1450,50,1.0675,1,N/04037/01001/RJ,15/07/2020,2020-07-15,4555550000,4555550000,2020-07-15,2020-07-15,5,14,12,31,2008-06-10,2008-06-10,2009-11-25,2014-01-28,2010-04-27,2014-01-28,2008-06-10,2014-01-28,96.6667,2.135,48.9325,533,153,686,2058,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61009
61089,Six laning of Kishangarh-Ajmer-Beawar section of NH-8,NI/2023/61089,223.6795,223.6795,0,0.4593,0,,,,,0,,,3,0,0,3,2007-04-09,2009-04-09,,,,,2007-04-09,2009-04-09,100.0,,0,,,,731,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61089
61097,Widening & Strengthening of Jaisalmer Barmer Section of NH- 15 to Two lane with paved shoulder from 0.00 to km 122.880 and km 144.500 to 153.034 under NHDP phase IV in the state of rajasthan of EPC mode,NI/2023/61097,32.1324,0,32.1324,0.24,0,,,,,0,,,2,3,3,8,2013-08-06,2013-08-06,2014-10-20,2014-12-03,2015-07-17,2015-09-18,2013-08-06,2015-09-18,0.0,0.7469,31.8924,440,270,710,773,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61097
61112,Fatehpur -Pali Section of NH-65,NI/2023/61112,929,216,713,0.58,1,N/08004/04002/RJ,04/03/2024,2024-03-04,31.65,31.65,2024-03-04,2024-03-04,2,1,1,4,2006-10-23,2016-10-23,2023-12-29,2023-12-29,2024-03-15,2024-03-15,2006-10-23,2024-03-15,23.2508,0.0813,712.42,6276,77,6353,6353,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61112
61145,Two laning with paved shoulders of Jhalawar-Rajasthan/MP Border section of NH-12 from Km. 346.540 (existing chainage Km. 346.540) to Km. 408.700 (existing chainage Km. 412.000) [Length 62.160 Km.] in the State of Rajasthan under NHDP Phase-IV on Engineering Procurement and Construction (EPC) mode,NI/2024/61145,0,16.1796,-16.1796,0.0302,1,N/08028/01001R,15/05/2021,2021-05-15,338900000,338900000,2021-05-15,2021-05-15,4,1,1,6,2010-11-24,2012-05-30,2012-09-07,2012-09-07,2013-03-15,2013-03-15,2010-11-24,2013-03-15,,,0,653,189,842,842,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61145
61256,Construction of 8-lane access controlled Expressway starting near Junction with NH-11 to start of ROB near junction with NH-11A (Ch. 183+000 to Ch. 214+260) section of Delhi-Vadodara Green field Alignment (NH-148N) on EPC mode under BharatmalaPariyojana in the State of Rajasthan (NHAI/BM/Delhi-Vadodara/2018/Pkg7) Construction of 8-lane access controlled Expressway starting near Junction with NH-11 to start of ROB near junction with NH-11A (Ch. 183+000 to Ch. 214+260) section of Delhi-Vadodara Green field Alignment (NH-148N) on EPC mode under BharatmalaPariyojana in the State of Rajasthan (NHAI/BM/Delhi-Vadodara/2018/Pkg7),NI/2024/61256,359.5,356.1,3.4,1.27,1,3 3,17/01/2019,2019-01-17,4060000000,4060000000,2019-01-17,2019-01-17,2,7,9,18,2018-06-05,2018-07-31,2018-08-21,2019-01-28,2018-11-29,2019-06-27,2018-06-05,2019-06-27,99.0542,37.3529,2.13,77,100,177,387,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61256
